customer_id,plan_type,device_brand,avg_data_usage_gb,pct_video_usage,avg_call_duration,sms_freq,monthly_spend,topup_freq,travel_score,complaint_count,target_offer
C00035,Postpaid,Xiaomi,3.49,0.5791289611290226,9.09,11,56000.0,2,0.2526061611682914,0,General Offer
C00036,Postpaid,Oppo,6.89,0.4862075517962376,11.39,21,127000.0,4,0.1467082691434538,0,Device Upgrade Offer
C00037,Prepaid,Realme,3.2,0.3198534568350979,0.56,12,79000.0,1,0.0189371847084305,1,General Offer
C00038,Prepaid,Vivo,2.21,0.3963668496981786,15.66,16,70000.0,2,0.2312581433679508,0,General Offer
C00039,Postpaid,Realme,11.86,0.6432140574524546,9.24,17,187000.0,1,0.0949136863336228,0,Data Booster
C00040,Prepaid,Xiaomi,1.6,0.7651485039813233,13.54,16,71000.0,2,0.1505498873365714,1,General Offer
C00041,Prepaid,Oppo,2.42,0.3520079992266241,6.27,22,75000.0,2,0.3177778484928829,0,General Offer
C00042,Prepaid,Realme,13.26,0.4901223484482881,8.08,26,175000.0,4,0.2478463975043198,0,General Offer
C00043,Prepaid,Samsung,3.16,0.5828198058393199,11.51,14,82000.0,1,0.0422967445977016,0,General Offer
C00044,Postpaid,Apple,1.65,0.481759289692452,10.79,10,31000.0,3,0.4350792356380389,2,Retention Offer
C00045,Prepaid,Realme,5.98,0.1381264832641517,13.37,21,104000.0,2,0.3131568846120491,1,General Offer
C00046,Postpaid,Vivo,4.0,0.2510042448712148,13.62,17,80000.0,2,0.3931781047014375,0,General Offer
C00047,Prepaid,Oppo,2.79,0.5481263576384635,4.21,16,78000.0,5,0.1547333535361613,0,General Offer
C00048,Prepaid,Realme,7.5,0.2873023415247882,10.95,19,126000.0,2,0.5285109092462607,0,General Offer
C00049,Prepaid,Huawei,0.95,0.7587203094529211,9.17,19,58000.0,3,0.2715938589756983,0,Top-up Promo
C00050,Prepaid,Samsung,4.95,0.3384806161787387,11.98,16,104000.0,2,0.4667066523834297,0,General Offer
C00051,Postpaid,Apple,1.24,0.1332271836556386,8.4,12,55000.0,5,0.2045238991141549,0,General Offer
C00052,Postpaid,Samsung,11.55,0.6069219981430655,10.26,14,123000.0,3,0.0229388524551365,1,Data Booster
C00053,Postpaid,Oppo,20.35,0.328003214983311,19.74,16,208000.0,4,0.3546363293032611,1,Device Upgrade Offer
C00054,Postpaid,Xiaomi,2.43,0.3438355824723541,4.1,20,70000.0,4,0.2849562179713968,0,General Offer
C00055,Prepaid,Apple,6.01,0.5735823211697757,7.75,15,75000.0,4,0.152623024497826,0,General Offer
C00056,Postpaid,Samsung,0.79,0.2019131735962083,-1.69,18,118000.0,1,0.1831951307347419,0,General Offer
C00057,Prepaid,Xiaomi,1.14,0.4164252854544225,7.31,17,59000.0,3,0.7426891952412734,1,Top-up Promo
C00058,Prepaid,Vivo,3.17,0.1577275518382208,4.47,14,122000.0,4,0.1544971008790474,1,Device Upgrade Offer
C00059,Prepaid,Oppo,3.77,0.4151866072080142,19.74,10,60000.0,0,0.1579024498495341,0,General Offer
C00060,Prepaid,Oppo,2.83,0.0722565041212056,8.37,10,94000.0,5,0.3885738557506727,0,General Offer
C00061,Prepaid,Apple,4.42,0.2318319965108665,7.98,13,89000.0,1,0.3404739432550596,0,General Offer
C00062,Prepaid,Samsung,7.88,0.5796602134287698,13.24,17,97000.0,4,0.4763332901819942,0,General Offer
C00063,Postpaid,Vivo,5.02,0.6594491800188171,4.64,15,100000.0,0,0.6903770343740901,1,Streaming Partner Pack
C00064,Prepaid,Huawei,7.02,0.2230384391534127,13.84,17,102000.0,2,0.7112220598243587,1,Roaming Pass
C00065,Prepaid,Apple,1.58,0.2208719950161069,13.67,23,85000.0,1,0.140661314738557,1,General Offer
C00066,Prepaid,Huawei,4.43,0.4204730326280801,17.84,15,84000.0,1,0.2249053092352212,0,General Offer
C00067,Prepaid,Apple,15.32,0.2383237138202461,12.74,22,182000.0,4,0.3539706227164297,0,General Offer
C00068,Postpaid,Samsung,2.55,0.5875325062322732,0.8,17,93000.0,5,0.1625335781396458,1,General Offer
C00069,Prepaid,Vivo,5.82,0.1219675457831874,15.7,24,144000.0,4,0.2677236440127056,2,Device Upgrade Offer
C00070,Postpaid,Samsung,6.08,0.2745887511579253,25.89,11,107000.0,8,0.0605725878324812,1,Voice Bundle
C00071,Postpaid,Oppo,2.2,0.7624614711375853,9.86,10,72000.0,5,0.3313725251276829,0,General Offer
C00072,Prepaid,Huawei,1.45,0.4756383395630181,10.01,12,57000.0,4,0.4005641825757344,0,Top-up Promo
C00073,Prepaid,Xiaomi,4.67,0.5168853347278752,7.56,15,77000.0,2,0.4790081118263271,0,General Offer
C00074,Postpaid,Realme,4.64,0.3619626271420114,1.83,14,96000.0,2,0.2560164223788082,0,General Offer
C00075,Postpaid,Oppo,3.66,0.1075700754477115,11.83,20,91000.0,6,0.3449502418653941,1,General Offer
C00076,Postpaid,Oppo,22.91,0.7097769646901376,7.25,15,246000.0,2,0.308210440208822,1,Data Booster
C00077,Postpaid,Huawei,2.01,0.4390282484226275,11.67,15,38000.0,1,0.1939473975933394,1,Retention Offer
C00078,Prepaid,Apple,4.28,0.5898217035013319,11.82,17,72000.0,4,0.4819372733924543,0,General Offer
C00079,Prepaid,Oppo,12.62,0.3452313548620353,19.5,11,156000.0,5,0.2109302201133457,0,Device Upgrade Offer
C00080,Prepaid,Realme,1.22,0.394874437787112,7.99,18,47000.0,3,0.3753579021395271,1,Top-up Promo
C00081,Postpaid,Vivo,5.62,0.3200060330942527,3.79,11,145000.0,1,0.2908033486761699,1,Device Upgrade Offer
C00082,Postpaid,Oppo,3.18,0.4411670091316082,11.42,18,90000.0,1,0.3162297286288151,0,General Offer
C00083,Prepaid,Vivo,4.81,0.3058585593142435,9.51,17,94000.0,2,0.1953716032550776,0,General Offer
C00084,Prepaid,Samsung,7.63,0.2275449675616493,19.36,17,128000.0,7,0.054862869292685,0,Device Upgrade Offer
C00085,Prepaid,Apple,0.81,0.3603674428573202,14.16,14,57000.0,5,0.2998893281267648,1,Top-up Promo
C00086,Prepaid,Vivo,9.17,0.5055638087506845,9.34,13,135000.0,1,0.4483687964435939,1,Data Booster
C00087,Postpaid,Oppo,6.05,0.6327318509143608,15.11,19,109000.0,5,0.3540766653020593,0,Streaming Partner Pack
C00088,Postpaid,Apple,2.39,0.130506563647216,15.58,15,61000.0,4,0.4094580007949555,0,General Offer
C00089,Postpaid,Realme,2.81,0.5773383770158478,5.29,20,69000.0,2,0.264590035333769,1,General Offer
C00090,Prepaid,Apple,0.95,0.2603476421847561,12.25,21,56000.0,2,0.0912021926263777,0,General Offer
C00091,Prepaid,Vivo,4.88,0.1984572736351197,21.1,13,101000.0,2,0.1978328777815574,1,General Offer
C00092,Postpaid,Vivo,4.75,0.2094411161670502,2.57,12,95000.0,2,0.1991306707571123,0,General Offer
C00093,Postpaid,Xiaomi,3.6,0.9207748828414706,6.24,13,67000.0,3,0.145469035566557,0,General Offer
C00094,Prepaid,Xiaomi,3.02,0.5488749253989182,8.99,18,100000.0,2,0.1895445293892174,1,General Offer
C00095,Postpaid,Apple,15.3,0.1697007544035355,12.58,13,196000.0,2,0.4690833413444737,1,General Offer
C00096,Prepaid,Huawei,7.52,0.2895131512451447,11.63,18,107000.0,1,0.2395118298129357,2,Retention Offer
C00097,Prepaid,Huawei,2.59,0.1285472546035476,11.04,13,127000.0,3,0.0504610543781963,0,General Offer
C00098,Prepaid,Xiaomi,3.86,0.1352003766797149,9.01,11,41000.0,6,0.2184258661672461,0,Top-up Promo
C00099,Prepaid,Oppo,3.52,0.1276804975143098,11.57,14,87000.0,0,0.3565206511890328,0,General Offer
C00100,Prepaid,Samsung,2.73,0.1915471128974192,17.08,17,71000.0,0,0.6050577397812743,1,General Offer
C00101,Prepaid,Apple,5.92,0.5531703788347477,18.55,19,138000.0,4,0.5759521030148603,0,General Offer
C00102,Postpaid,Samsung,6.87,0.6131380349783295,15.42,15,145000.0,5,0.4638061408361544,0,Device Upgrade Offer
C00103,Prepaid,Xiaomi,3.92,0.2156682642718415,16.07,13,98000.0,5,0.2489876414008641,1,General Offer
C00104,Prepaid,Vivo,1.19,0.3173372877808805,10.44,18,64000.0,1,0.4853898043638733,2,Retention Offer
C00105,Postpaid,Realme,9.13,0.5677209630588457,23.08,18,121000.0,2,0.3040449361711999,0,Data Booster
C00106,Prepaid,Apple,0.97,0.4073200865108632,2.8,16,83000.0,3,0.3368224401357226,0,General Offer
C00107,Prepaid,Xiaomi,3.6,0.4696560571133537,11.27,15,80000.0,4,0.2544017981953144,1,General Offer
C00108,Postpaid,Oppo,4.63,0.2963704390398904,13.78,14,122000.0,2,0.1220213396787234,1,Device Upgrade Offer
C00109,Prepaid,Realme,2.01,0.7061835689208212,10.37,13,74000.0,3,0.6662633784429975,0,General Offer
C00110,Prepaid,Apple,1.67,0.7434720958461452,15.57,10,56000.0,3,0.5400385297303323,1,Top-up Promo
C00111,Prepaid,Apple,3.58,0.5445761647702412,9.22,22,99000.0,3,0.1280203455392742,1,General Offer
C00112,Prepaid,Huawei,9.78,0.2799435154185262,16.45,22,144000.0,5,0.0371524698918951,1,General Offer
C00113,Postpaid,Vivo,6.88,0.1366022419787676,10.63,14,112000.0,2,0.2976508821157025,0,General Offer
C00114,Postpaid,Apple,14.01,0.7490587662468979,8.1,11,188000.0,2,0.3587864725115973,0,Data Booster
C00115,Postpaid,Vivo,5.75,0.4653609192080173,7.47,11,120000.0,3,0.5777579058118495,0,General Offer
C00116,Postpaid,Xiaomi,15.87,0.4237411180242558,11.45,19,217000.0,1,0.4940712719549456,1,Device Upgrade Offer
C00117,Postpaid,Oppo,12.06,0.5423971473276001,7.05,17,152000.0,1,0.2606371958840243,0,Data Booster
C00118,Prepaid,Realme,5.2,0.4054603724701083,-4.28,22,128000.0,2,0.2125186754329138,2,Retention Offer
C00119,Postpaid,Realme,10.08,0.3469840688903098,0.61,12,129000.0,2,0.1436986402023926,0,General Offer
C00120,Prepaid,Oppo,17.06,0.8432395165490528,7.55,15,219000.0,1,0.2437640751817292,1,Data Booster
C00121,Postpaid,Apple,8.46,0.6363083962777846,8.29,12,124000.0,3,0.1629972547170992,0,Data Booster
C00122,Postpaid,Apple,2.25,0.7322443758680929,16.28,11,85000.0,3,0.5443090901345013,0,General Offer
C00123,Prepaid,Xiaomi,2.95,0.7162823983893936,11.77,15,70000.0,0,0.1282837182095456,0,General Offer
C00124,Prepaid,Huawei,10.29,0.0034963716511058,10.68,20,175000.0,0,0.1774436175606411,0,General Offer
C00125,Prepaid,Huawei,1.64,0.566414179328246,6.32,11,85000.0,1,0.5342715266616639,0,General Offer
C00126,Prepaid,Huawei,9.97,0.4998135898080481,24.29,13,136000.0,2,0.3758620643842736,0,General Offer
C00127,Postpaid,Vivo,7.87,0.2769345389503892,10.09,17,147000.0,2,0.1668924687294737,0,Device Upgrade Offer
C00128,Postpaid,Huawei,3.3,0.9882096162330904,14.72,15,111000.0,2,0.047952503544425,0,General Offer
C00129,Prepaid,Oppo,12.78,0.4306659430587128,10.13,8,186000.0,5,0.2693731969163178,0,Device Upgrade Offer
C00130,Prepaid,Realme,0.64,0.2968282808756242,12.94,13,63000.0,6,0.3742497982125012,1,General Offer
C00131,Prepaid,Realme,11.56,0.3725490347867713,2.89,15,168000.0,4,0.2822403443132639,1,General Offer
C00132,Prepaid,Vivo,11.97,0.5239346139090596,11.96,16,180000.0,3,0.1669796743073738,0,Data Booster
C00133,Prepaid,Xiaomi,4.56,0.489399935814981,10.5,12,91000.0,3,0.0437344650811896,0,General Offer
C00134,Prepaid,Oppo,2.71,0.2947279325209336,10.58,13,63000.0,3,0.3546933237768532,0,General Offer
C00135,Postpaid,Realme,1.07,0.5680701565201677,15.48,16,78000.0,4,0.1815258143658319,0,General Offer
C00136,Prepaid,Oppo,2.22,0.4067071248186104,2.07,15,86000.0,2,0.0418924816393125,0,General Offer
C00137,Prepaid,Realme,1.67,0.3497558915937721,7.65,13,63000.0,3,0.294539113883866,1,General Offer
C00138,Postpaid,Samsung,5.88,0.3583828403691604,-0.34,13,109000.0,3,0.5435593578692692,1,General Offer
C00139,Prepaid,Xiaomi,9.2,0.1668888297486079,8.69,12,145000.0,3,0.1538499071876373,0,Device Upgrade Offer
C00140,Postpaid,Xiaomi,1.89,0.2067140157880601,15.49,17,100000.0,5,0.3963969552438954,0,General Offer
C00141,Postpaid,Samsung,8.33,0.1893817264045602,14.95,10,110000.0,3,0.2081291213555361,3,Retention Offer
C00142,Prepaid,Vivo,3.98,0.0,8.9,12,96000.0,2,0.2122608638838752,1,General Offer
C00143,Prepaid,Realme,3.48,0.4683966115935192,11.04,16,90000.0,4,0.3436854233446328,2,Retention Offer
C00144,Prepaid,Realme,10.86,0.1964387121397129,8.17,10,177000.0,4,0.2971894250245018,1,General Offer
C00145,Prepaid,Realme,15.61,0.3174311857145629,10.23,14,198000.0,1,0.4384230102211686,1,General Offer
C00146,Prepaid,Huawei,8.01,0.3396285562132382,15.56,13,125000.0,2,0.2717025957938147,0,General Offer
C00147,Postpaid,Huawei,1.24,0.2027123030761524,18.57,15,80000.0,3,0.3432190717154383,1,General Offer
C00148,Prepaid,Huawei,5.87,0.3269684479498557,13.59,21,93000.0,2,0.155820564283018,0,General Offer
C00149,Prepaid,Huawei,2.67,0.4159659917536333,9.67,16,96000.0,3,0.3145718824827438,0,General Offer
C00150,Prepaid,Huawei,17.87,0.2609221354035935,18.76,18,217000.0,3,0.1110139591737752,0,General Offer
C00151,Postpaid,Samsung,8.55,0.2167365056091435,12.93,17,123000.0,7,0.4289729645878926,0,Device Upgrade Offer
C00152,Prepaid,Xiaomi,2.28,0.2780181670439487,8.67,20,80000.0,3,0.2020481756906993,0,General Offer
C00153,Prepaid,Vivo,3.84,0.5903224639098233,9.33,12,85000.0,1,0.1291857207577899,0,General Offer
C00154,Prepaid,Oppo,4.78,0.2864518314149209,7.87,7,103000.0,1,0.1196702432796648,0,General Offer
C00155,Postpaid,Huawei,1.72,0.4335709374205552,13.71,15,81000.0,2,0.5936229347754538,0,General Offer
C00156,Prepaid,Samsung,5.49,0.2998659460730505,11.58,17,129000.0,3,0.3008857347401993,0,Device Upgrade Offer
C00157,Postpaid,Realme,10.48,0.3786989501634937,11.08,19,137000.0,4,0.1988460396997398,1,General Offer
C00158,Postpaid,Vivo,0.84,0.5695148035765387,7.11,19,57000.0,1,0.1947407419790049,1,General Offer
C00159,Prepaid,Vivo,3.31,0.2204473217672495,19.9,20,85000.0,5,0.2237063423081506,2,Retention Offer
C00160,Postpaid,Vivo,12.78,0.8456171218068764,9.31,13,197000.0,2,0.3609408658585049,0,Data Booster
C00161,Prepaid,Samsung,16.98,0.4714318062486478,15.77,17,219000.0,1,0.3144157015153908,1,Device Upgrade Offer
C00162,Postpaid,Oppo,7.13,0.4407876510253787,4.99,16,101000.0,6,0.2128353087346032,1,General Offer
C00163,Postpaid,Huawei,2.07,0.1902237920618791,12.69,11,65000.0,3,0.122134864615827,1,General Offer
C00164,Prepaid,Vivo,8.38,0.5300553226906842,6.88,9,117000.0,3,0.2155525989310636,0,Data Booster
C00165,Prepaid,Samsung,9.37,0.7327425512984725,12.73,9,137000.0,2,0.3886849035221833,1,Data Booster
C00166,Postpaid,Realme,5.72,0.248902199289886,5.99,14,96000.0,1,0.3843237557710307,0,General Offer
C00167,Prepaid,Xiaomi,3.29,0.1992099199748198,4.11,11,71000.0,1,0.0829825297796645,2,Retention Offer
C00168,Prepaid,Realme,7.97,0.4094013119745806,5.21,21,143000.0,5,0.1543429327488629,0,General Offer
C00169,Prepaid,Samsung,4.32,0.1979589833200307,2.13,10,68000.0,0,0.4051570796182733,2,Retention Offer
C00170,Prepaid,Samsung,8.45,0.3097538841605629,6.39,15,147000.0,3,0.2475711784102875,0,Device Upgrade Offer
C00171,Postpaid,Samsung,2.08,0.5673116863111438,14.04,22,99000.0,3,0.1591833685430584,1,General Offer
C00172,Prepaid,Vivo,2.26,0.7537481907117665,6.21,10,86000.0,4,0.1385263775340314,0,General Offer
C00173,Prepaid,Samsung,8.07,0.5761219594510756,6.78,15,126000.0,4,0.304444152989707,1,Data Booster
C00174,Prepaid,Xiaomi,2.08,0.2279434074787712,11.65,11,85000.0,1,0.3479871271742242,0,General Offer
C00175,Postpaid,Vivo,4.54,0.3447513336683854,0.46,20,72000.0,3,0.0880162754116579,0,General Offer
C00176,Prepaid,Realme,4.11,0.3301659919787731,13.4,13,86000.0,2,0.2015813909744222,0,General Offer
C00177,Postpaid,Xiaomi,1.79,0.4200125275987671,9.66,22,55000.0,3,0.3003243652162556,0,General Offer
C00178,Prepaid,Apple,2.69,0.5768113500631302,12.14,15,81000.0,5,0.0710023995895717,1,General Offer
C00179,Postpaid,Realme,0.57,0.2398269626244834,9.49,12,47000.0,3,0.1596736225047264,1,General Offer
C00180,Prepaid,Samsung,5.51,0.8376027018463866,8.62,15,85000.0,3,0.1129865779570476,0,Streaming Partner Pack
C00181,Prepaid,Huawei,1.61,0.1918633928992705,14.56,18,51000.0,3,0.6452321136994755,0,Top-up Promo
C00182,Prepaid,Huawei,2.51,0.2338779683718465,9.86,12,54000.0,2,0.1646933587520377,4,Retention Offer
C00183,Postpaid,Vivo,7.05,0.2399343485781075,13.06,10,97000.0,3,0.2519340475260149,1,General Offer
C00184,Postpaid,Huawei,13.0,0.8920288417131026,15.01,16,181000.0,4,0.4861318259143714,0,Data Booster
C00185,Prepaid,Realme,3.76,0.7268140670196646,4.04,18,103000.0,7,0.3276546098705228,0,General Offer
C00186,Postpaid,Vivo,2.19,0.2369724389667205,6.52,13,83000.0,2,0.2965449903099756,0,General Offer
C00187,Postpaid,Realme,3.37,0.3078515088588097,5.85,14,61000.0,2,0.4014955877536483,0,General Offer
C00188,Prepaid,Samsung,1.53,0.3809354006002113,8.27,9,49000.0,3,0.4158942970222214,0,Top-up Promo
C00189,Prepaid,Oppo,7.9,0.3036649781188275,10.83,16,109000.0,2,0.0555109770149482,2,Retention Offer
C00190,Prepaid,Oppo,0.7,0.5801912471617592,5.55,16,28000.0,2,0.0462020345175656,0,Retention Offer
C00191,Prepaid,Xiaomi,6.53,0.498049733505431,5.96,19,71000.0,2,0.20829692996341,0,General Offer
C00192,Postpaid,Samsung,6.31,0.440507812980968,8.23,17,80000.0,1,0.5764962341821456,1,General Offer
C00193,Postpaid,Huawei,11.45,0.5639843642864663,14.53,9,170000.0,2,0.12900963652186,1,Data Booster
C00194,Postpaid,Samsung,4.42,0.4877862010759989,7.4,19,89000.0,2,0.2200525848111155,0,General Offer
C00195,Prepaid,Apple,1.43,0.5345789785689267,10.47,12,68000.0,5,0.1463756264752549,0,General Offer
C00196,Prepaid,Oppo,6.47,0.4346280261879213,8.51,15,117000.0,3,0.1969628808306183,0,General Offer
C00197,Postpaid,Huawei,8.33,0.7443540021527503,9.44,16,174000.0,3,0.1982543656727926,1,Data Booster
C00198,Postpaid,Realme,10.65,0.4263276488585268,6.67,10,163000.0,4,0.3929052542128089,0,General Offer
C00199,Postpaid,Realme,3.63,0.3703049076892472,-2.2,21,97000.0,4,0.2752824797406871,1,General Offer
C00200,Postpaid,Oppo,8.05,0.5595374057329481,6.79,17,160000.0,3,0.4433359163846219,0,Data Booster
C00201,Postpaid,Samsung,6.22,0.5136148059603856,11.13,12,118000.0,2,0.3916360843871077,2,Retention Offer
C00202,Prepaid,Huawei,3.58,0.3959122873439761,10.33,12,123000.0,2,0.3866149418218599,1,General Offer
C00203,Prepaid,Xiaomi,2.15,0.0723478737962212,13.48,16,76000.0,4,0.2759877703387202,2,Retention Offer
C00204,Postpaid,Realme,3.05,0.6819574224838055,2.63,12,80000.0,2,0.3837641811822682,3,Retention Offer
C00205,Postpaid,Samsung,3.73,0.6484816158148687,11.86,14,112000.0,5,0.4051027440450043,0,General Offer
C00206,Prepaid,Xiaomi,1.21,0.2299637945190079,7.24,14,60000.0,3,0.3907797915017884,3,Retention Offer
C00207,Prepaid,Huawei,8.13,0.4831612588915238,6.16,12,101000.0,3,0.0382942765650508,0,General Offer
C00208,Postpaid,Oppo,10.57,0.2954733329501938,12.61,15,169000.0,3,0.3014975957799465,0,Device Upgrade Offer
C00209,Prepaid,Apple,19.82,0.5056669918289646,13.96,12,223000.0,3,0.1650179868408175,0,Data Booster
C00210,Prepaid,Vivo,2.13,0.6231122657212462,15.74,19,51000.0,2,0.228443765336803,1,General Offer
C00211,Prepaid,Oppo,6.08,0.3739292898110038,12.77,11,126000.0,1,0.6849261164160928,0,Device Upgrade Offer
C00212,Postpaid,Xiaomi,9.33,0.5423144729865262,9.48,19,169000.0,4,0.5465405226100201,0,Data Booster
C00213,Postpaid,Samsung,13.45,0.1181613049664151,2.65,13,167000.0,3,0.2650796937915968,0,Device Upgrade Offer
C00214,Prepaid,Realme,2.46,0.227921889644872,16.21,11,82000.0,0,0.102505703199808,0,General Offer
C00215,Postpaid,Huawei,8.34,0.5801984903202568,11.14,15,133000.0,3,0.3953739329214653,0,Data Booster
C00216,Prepaid,Oppo,4.82,0.2722053863531417,5.38,13,65000.0,4,0.2746515736011592,0,General Offer
C00217,Prepaid,Realme,1.0,0.2346106875637121,11.07,13,56000.0,3,0.6741061217584818,0,Top-up Promo
C00218,Postpaid,Realme,10.27,0.2549793804387137,2.68,10,174000.0,5,0.1096126870202016,0,General Offer
C00219,Postpaid,Apple,7.26,0.1843337148794023,16.76,11,117000.0,3,0.4333550514518273,0,General Offer
C00220,Postpaid,Huawei,2.42,0.600935229098312,8.01,14,53000.0,1,0.2756012525620027,0,General Offer
C00221,Postpaid,Xiaomi,5.71,0.6157007371426167,4.49,19,135000.0,0,0.1605365809590144,1,Device Upgrade Offer
C00222,Prepaid,Huawei,3.4,0.2478901785174663,16.45,13,54000.0,2,0.5816460923225697,0,General Offer
C00223,Prepaid,Huawei,1.83,0.1785815740110162,3.4,17,44000.0,3,0.4367886769862121,2,Top-up Promo
C00224,Prepaid,Samsung,3.55,0.3812342212361731,9.87,11,91000.0,2,0.267609815066149,0,General Offer
C00225,Prepaid,Vivo,0.95,0.1659839148837836,10.67,15,68000.0,2,0.5823404862065611,0,General Offer
C00226,Prepaid,Realme,13.13,0.5411629712821843,3.47,17,168000.0,5,0.1542575326262799,0,Data Booster
C00227,Postpaid,Xiaomi,12.63,0.4020443779370848,7.98,10,148000.0,4,0.221842358752391,1,Device Upgrade Offer
C00228,Prepaid,Samsung,2.03,0.3274086840675653,0.55,21,88000.0,3,0.0069004760064718,0,General Offer
C00229,Postpaid,Realme,10.76,0.6042956800091793,7.84,14,139000.0,5,0.4147768427807641,0,Data Booster
C00230,Postpaid,Vivo,2.45,0.2113223484412862,0.66,13,50000.0,1,0.3973818927389415,1,General Offer
C00231,Postpaid,Samsung,10.48,0.3146799363306523,14.46,17,135000.0,3,0.036040831847497,0,Device Upgrade Offer
C00232,Prepaid,Vivo,11.84,0.1606212653606944,6.86,10,167000.0,4,0.4057016734759743,1,Device Upgrade Offer
C00233,Prepaid,Vivo,10.07,0.1241743874371294,3.96,14,146000.0,4,0.2831673428951561,1,Device Upgrade Offer
C00234,Prepaid,Vivo,3.33,0.2186949594571099,11.03,18,70000.0,3,0.2404369735648051,0,General Offer
C00235,Prepaid,Samsung,10.19,0.2380538454145004,1.22,12,148000.0,4,0.3824902635034112,0,Device Upgrade Offer
C00236,Postpaid,Huawei,9.52,0.2196071383481207,6.3,14,160000.0,3,0.1476425746862467,1,General Offer
C00237,Prepaid,Vivo,2.32,0.3817102924340192,13.63,18,84000.0,3,0.1978610221100113,0,General Offer
